transactionid,customerid,franchiseid,datetime,product,quantity,unitprice,totalprice,paymentmethod,cardnumber
1002514,2000021,3000009,2024-05-13 06:42:47.233,Pearly Pies,1,3,3,mastercard,2291177680844578
1002515,2000011,3000017,2024-05-05 02:37:02.636,Orchard Oasis,6,3,18,visa,4532087907119214
1002516,2000255,3000025,2024-05-01 18:08:11.405,Austin Almond Biscotti,3,3,9,amex,347086896556900
1002517,2000117,3000040,2024-05-04 04:59:20.213,Tokyo Tidbits,1,3,3,amex,377512167154888
1002519,2000215,3000018,2024-05-10 14:41:35.417,Golden Gate Ginger,1,3,3,mastercard,5114985815471259
1002520,2000203,3000028,2024-05-01 00:43:11.057,Orchard Oasis,3,3,9,visa,4080377381594644
1002521,2000022,3000031,2024-05-15 21:58:01.756,Tokyo Tidbits,6,3,18,visa,4286181172749926
1002523,2000159,3000019,2024-05-11 17:18:07.569,Tokyo Tidbits,8,3,24,mastercard,2717426212552571
1002524,2000220,3000015,2024-05-09 07:19:11.681,Tokyo Tidbits,5,3,15,visa,4513577789084174
1002526,2000227,3000042,2024-05-11 06:26:42.142,Pearly Pies,6,3,18,mastercard,5108566112231824
1002527,2000185,3000033,2024-05-05 03:28:21.357,Pearly Pies,8,3,24,mastercard,2517530647737699
1002528,2000215,3000015,2024-05-14 17:06:14.971,Tokyo Tidbits,6,3,18,amex,341202712320837
1002529,2000044,3000012,2024-05-01 08:35:05.168,Golden Gate Ginger,9,3,27,amex,340275217051199
1002530,2000230,3000037,2024-05-03 04:40:16.692,Orchard Oasis,3,3,9,amex,347334679908850
1002531,2000054,3000027,2024-05-14 11:06:45.374,Pearly Pies,6,3,18,mastercard,2490710385274748
1002532,2000172,3000028,2024-05-02 17:03:49.039,Tokyo Tidbits,9,3,27,amex,371694455682584
1002533,2000153,3000003,2024-05-10 11:33:01.623,Tokyo Tidbits,1,3,3,amex,377872943661550
1002534,2000061,3000036,2024-05-15 04:08:48.023,Golden Gate Ginger,6,3,18,mastercard,2297968838327837
1002535,2000074,3000030,2024-05-02 08:47:08.619,Tokyo Tidbits,8,3,24,mastercard,2710936217782186
1002536,2000275,3000032,2024-05-09 21:23:06.363,Outback Oatmeal,8,3,24,amex,348064141504545
1002537,2000123,3000037,2024-05-13 16:29:58.25,Orchard Oasis,6,3,18,mastercard,2240210671626928
1002539,2000272,3000043,2024-05-08 01:26:37.956,Tokyo Tidbits,10,3,30,amex,370749991558697
1002540,2000118,3000028,2024-05-08 17:47:49.065,Pearly Pies,10,3,30,mastercard,2276902172687246
1002541,2000150,3000003,2024-05-13 19:55:10.511,Tokyo Tidbits,8,3,24,visa,4939671915946178
1002542,2000072,3000001,2024-05-11 18:26:27.976,Orchard Oasis,2,3,6,mastercard,2720402119532938
1002543,2000029,3000022,2024-05-02 02:41:16.608,Orchard Oasis,5,3,15,visa,4836248760353331
1002544,2000192,3000040,2024-05-03 20:48:15.068,Outback Oatmeal,10,3,30,visa,4402903122057483
1002545,2000253,3000040,2024-05-11 22:57:50.76,Orchard Oasis,8,3,24,mastercard,5131658808503961
1002546,2000072,3000031,2024-05-04 21:46:19.564,Orchard Oasis,2,3,6,visa,4204871821681996
1002547,2000159,3000036,2024-05-13 16:24:11.01,Austin Almond Biscotti,3,3,9,mastercard,2238923293339209
1002549,2000023,3000007,2024-05-09 06:43:01.722,Golden Gate Ginger,5,3,15,visa,4774093750416639
1002550,2000212,3000007,2024-05-04 19:30:59.692,Outback Oatmeal,3,3,9,mastercard,2590877677952874
1002551,2000168,3000028,2024-05-13 07:22:52.8,Golden Gate Ginger,9,3,27,mastercard,5153257856504964
1002553,2000140,3000007,2024-05-08 10:43:08.607,Tokyo Tidbits,8,3,24,amex,347593601570134
1002554,2000139,3000045,2024-05-07 04:24:42.713,Pearly Pies,1,3,3,amex,345318066764275
1002555,2000165,3000003,2024-05-02 04:06:08.744,Pearly Pies,6,3,18,mastercard,5382362015682512
1002556,2000296,3000035,2024-05-09 20:11:03.719,Tokyo Tidbits,2,3,6,mastercard,2250886212886118
1002557,2000251,3000018,2024-05-09 05:25:44.001,Outback Oatmeal,8,3,24,amex,373537123655714
1002558,2000078,3000032,2024-05-04 13:02:10.404,Tokyo Tidbits,1,3,3,visa,4744600646261883
1002559,2000186,3000017,2024-05-11 18:46:52.345,Austin Almond Biscotti,5,3,15,mastercard,2260202651233176
1002561,2000218,3000034,2024-05-14 13:33:19.679,Orchard Oasis,8,3,24,mastercard,2348279740983546
1002562,2000072,3000037,2024-05-09 15:11:35.897,Austin Almond Biscotti,6,3,18,visa,4296951727809518
1002563,2000138,3000010,2024-05-17 00:13:23.566,Pearly Pies,9,3,27,mastercard,5360915522936907
1002564,2000122,3000025,2024-05-14 09:04:52.377,Tokyo Tidbits,5,3,15,mastercard,5286324583647639
1002565,2000138,3000008,2024-05-01 14:26:38.511,Tokyo Tidbits,6,3,18,mastercard,2272879461179156
1002566,2000008,3000038,2024-05-02 04:23:49.145,Outback Oatmeal,10,3,30,amex,346047212329662
1002567,2000191,3000030,2024-05-11 18:25:06.873,Tokyo Tidbits,9,3,27,mastercard,5520457781201563
1002568,2000148,3000035,2024-05-15 12:51:22.218,Outback Oatmeal,8,3,24,mastercard,2280091693929321
1002569,2000202,3000045,2024-05-14 17:54:03.649,Austin Almond Biscotti,9,3,27,visa,4399696648159032
1002570,2000074,3000041,2024-05-07 04:42:36.027,Orchard Oasis,9,3,27,mastercard,2720850254614152
1002571,2000005,3000030,2024-05-09 07:32:00.484,Tokyo Tidbits,1,3,3,visa,4045431984595831
1002572,2000104,3000043,2024-05-16 18:50:01.655,Outback Oatmeal,4,3,12,amex,344641137903585
1002573,2000257,3000038,2024-05-08 03:03:04.426,Outback Oatmeal,8,3,24,amex,378200615400314
1002574,2000162,3000010,2024-05-10 14:48:11.642,Outback Oatmeal,10,3,30,visa,4690876408289361
1002575,2000083,3000038,2024-05-11 14:47:35.865,Orchard Oasis,3,3,9,mastercard,5440473537851806
1002576,2000229,3000032,2024-05-02 21:19:34.693,Pearly Pies,5,3,15,mastercard,5380435485553934
1002578,2000003,3000011,2024-05-12 12:11:29.358,Golden Gate Ginger,4,3,12,visa,4628081856712959
1002579,2000214,3000030,2024-05-05 18:19:46.39,Pearly Pies,1,3,3,visa,4754192236860529
1002581,2000117,3000003,2024-05-04 11:13:47.125,Austin Almond Biscotti,2,3,6,visa,4571848939148568
1002582,2000151,3000045,2024-05-14 00:04:46.667,Orchard Oasis,6,3,18,mastercard,5508873391595895
1002583,2000029,3000040,2024-05-07 18:36:31.383,Tokyo Tidbits,3,3,9,amex,374287849364105
1002584,2000117,3000003,2024-05-03 11:17:52.227,Orchard Oasis,4,3,12,mastercard,2712677228415949
1002585,2000098,3000044,2024-05-16 19:08:23.395,Pearly Pies,6,3,18,visa,4192957869911587
1002586,2000039,3000023,2024-05-08 17:02:30.44,Orchard Oasis,7,3,21,amex,374746041848264
1002587,2000110,3000036,2024-05-13 16:49:49.607,Pearly Pies,6,3,18,visa,4771145395478037
1002588,2000287,3000023,2024-05-17 11:01:19.695,Orchard Oasis,10,3,30,visa,4574863949500481
1002589,2000284,3000016,2024-05-05 17:50:31.943,Golden Gate Ginger,1,3,3,amex,370002531604617
1002592,2000085,3000032,2024-05-01 20:07:19.415,Outback Oatmeal,10,3,30,visa,4622769562019042
1002593,2000030,3000028,2024-05-07 04:54:47.629,Austin Almond Biscotti,5,3,15,mastercard,2272583906808979
1002594,2000217,3000008,2024-05-09 13:03:38.808,Pearly Pies,3,3,9,mastercard,2290957557829872
1002595,2000183,3000010,2024-05-13 02:19:42.363,Pearly Pies,9,3,27,visa,4321933125265336
1002596,2000035,3000031,2024-05-13 10:42:30.319,Pearly Pies,5,3,15,mastercard,2540425330923766
1002598,2000038,3000037,2024-05-14 18:13:36.266,Austin Almond Biscotti,4,3,12,amex,379661051492371
1002599,2000271,3000031,2024-05-07 17:50:25.633,Austin Almond Biscotti,8,3,24,amex,376444848202004
1002600,2000073,3000027,2024-05-17 09:58:33.449,Golden Gate Ginger,8,3,24,amex,375241114654988
1002601,2000088,3000016,2024-05-17 11:09:26.552,Pearly Pies,4,3,12,amex,344537968477022
1002602,2000292,3000007,2024-05-09 21:05:36.138,Tokyo Tidbits,7,3,21,amex,370530731141790
1002603,2000236,3000015,2024-05-08 09:20:14.436,Austin Almond Biscotti,4,3,12,visa,4660657579078841
1002604,2000020,3000001,2024-05-02 17:12:59.259,Tokyo Tidbits,1,3,3,mastercard,5373578858453676
1002605,2000246,3000023,2024-05-14 16:41:27.231,Golden Gate Ginger,7,3,21,amex,375447810826065
1002606,2000116,3000011,2024-05-15 02:52:22.913,Tokyo Tidbits,4,3,12,amex,341787160828018
1002607,2000065,3000015,2024-05-03 04:25:28.211,Austin Almond Biscotti,7,3,21,visa,4094345664952320
1002609,2000098,3000038,2024-05-06 00:06:11.643,Outback Oatmeal,6,3,18,visa,4222363687215927
1002611,2000293,3000003,2024-05-08 21:54:25.703,Tokyo Tidbits,7,3,21,amex,377331183969728
1002612,2000180,3000041,2024-05-10 08:48:37.826,Pearly Pies,2,3,6,visa,4755845590530207
1002613,2000246,3000018,2024-05-13 19:01:11.459,Pearly Pies,4,3,12,amex,341597916675393
1002614,2000086,3000015,2024-05-16 03:18:35.556,Golden Gate Ginger,4,3,12,visa,4877280860362219
1002615,2000035,3000041,2024-05-09 10:21:20.124,Austin Almond Biscotti,5,3,15,mastercard,5250386868032888
1002616,2000200,3000007,2024-05-04 14:37:17.729,Pearly Pies,2,3,6,visa,4404176646632747
1002617,2000064,3000004,2024-05-03 08:40:43.14,Tokyo Tidbits,3,3,9,visa,4405194382546988
1002619,2000187,3000008,2024-05-01 11:41:41.938,Pearly Pies,1,3,3,mastercard,2235438094653065
1002620,2000233,3000042,2024-05-17 01:02:20.143,Golden Gate Ginger,10,3,30,visa,4486053130466331
1002622,2000249,3000033,2024-05-10 23:28:32.669,Golden Gate Ginger,3,3,9,amex,372150676711511
1002624,2000274,3000034,2024-05-12 07:20:22.02,Golden Gate Ginger,9,3,27,mastercard,2288221845397018
1002625,2000117,3000024,2024-05-13 21:42:19.47,Pearly Pies,3,3,9,mastercard,2225157559946358
1002626,2000247,3000010,2024-05-07 20:49:37.306,Outback Oatmeal,10,3,30,mastercard,2297456847605013
1002627,2000108,3000032,2024-05-07 18:05:43.053,Orchard Oasis,2,3,6,amex,343089763380770
1002629,2000143,3000032,2024-05-15 04:30:18.645,Austin Almond Biscotti,6,3,18,amex,374684446703430
1002630,2000245,3000040,2024-05-09 00:22:57.597,Austin Almond Biscotti,3,3,9,visa,4825645178709132
1002631,2000085,3000045,2024-05-11 00:42:50.308,Pearly Pies,9,3,27,mastercard,2555957434193856
1002633,2000153,3000019,2024-05-10 05:38:59.436,Pearly Pies,3,3,9,amex,373482428792989
1002634,2000188,3000041,2024-05-05 07:39:58.477,Golden Gate Ginger,10,3,30,mastercard,2281297599081070
1002635,2000034,3000045,2024-05-12 23:44:05.356,Tokyo Tidbits,3,3,9,visa,4209025923796385
1002636,2000231,3000003,2024-05-16 18:07:20.204,Orchard Oasis,10,3,30,mastercard,2263659602725898
1002638,2000298,3000044,2024-05-02 01:13:04.481,Outback Oatmeal,9,3,27,amex,348738691285346
1002639,2000239,3000017,2024-05-09 06:29:11.887,Golden Gate Ginger,9,3,27,amex,379128787349788
1002640,2000128,3000017,2024-05-02 19:52:54.543,Tokyo Tidbits,6,3,18,visa,4899505421035001
1002641,2000119,3000031,2024-05-08 15:05:47.503,Austin Almond Biscotti,2,3,6,amex,348999668489572
1002642,2000276,3000027,2024-05-07 19:22:54.29,Pearly Pies,1,3,3,amex,346163457391844
1002643,2000073,3000033,2024-05-09 22:52:22.889,Golden Gate Ginger,6,3,18,amex,373601478527173
1002644,2000006,3000031,2024-05-17 11:45:43.102,Golden Gate Ginger,7,3,21,mastercard,2521171893714217
1002648,2000225,3000028,2024-05-08 08:25:40.546,Austin Almond Biscotti,10,3,30,mastercard,5133901492325277
1002649,2000094,3000043,2024-05-13 22:42:45.635,Tokyo Tidbits,6,3,18,visa,4942019064836169
1002650,2000162,3000034,2024-05-04 07:11:28.423,Golden Gate Ginger,4,3,12,visa,4288930462425532
1002651,2000245,3000009,2024-05-14 00:15:56.994,Pearly Pies,9,3,27,amex,377531606312576
1002652,2000197,3000016,2024-05-14 20:53:44.715,Outback Oatmeal,1,3,3,amex,342136113610926
1002653,2000278,3000028,2024-05-17 00:24:08.503,Pearly Pies,10,3,30,mastercard,2227327660914755
1002654,2000295,3000005,2024-05-04 18:41:14.175,Austin Almond Biscotti,8,3,24,mastercard,5111154814737839
1002655,2000108,3000026,2024-05-12 21:51:47.985,Pearly Pies,6,3,18,amex,378124857086294
1002656,2000219,3000011,2024-05-11 01:23:12.952,Pearly Pies,5,3,15,visa,4530713670105591
1002657,2000030,3000030,2024-05-10 12:45:08.844,Outback Oatmeal,5,3,15,visa,4007459003505123
1002658,2000125,3000018,2024-05-08 05:16:02.705,Pearly Pies,4,3,12,mastercard,2705567233740234
1002660,2000298,3000006,2024-05-03 10:12:27.784,Outback Oatmeal,5,3,15,amex,344756630367029
1002661,2000115,3000022,2024-05-07 01:54:29.514,Austin Almond Biscotti,7,3,21,mastercard,2720081379335297
1002662,2000054,3000010,2024-05-06 23:09:24.132,Golden Gate Ginger,4,3,12,visa,4279398432943763
1002663,2000173,3000033,2024-05-15 17:41:53.365,Pearly Pies,5,3,15,mastercard,5599856254505085
1002664,2000156,3000027,2024-05-13 06:05:32.62,Golden Gate Ginger,6,3,18,visa,4697444481221992
1002665,2000208,3000041,2024-05-14 08:39:48.815,Outback Oatmeal,8,3,24,amex,342861996940260
1002666,2000046,3000040,2024-05-03 12:24:48.424,Golden Gate Ginger,4,3,12,amex,370610156214056
1002667,2000242,3000015,2024-05-08 02:47:01.828,Golden Gate Ginger,1,3,3,visa,4844817196895410
1002668,2000241,3000008,2024-05-08 07:50:58.708,Pearly Pies,1,3,3,visa,4548601618395038
1002669,2000127,3000011,2024-05-04 20:58:53.494,Tokyo Tidbits,9,3,27,amex,341595989423071
1002670,2000211,3000015,2024-05-14 21:07:24.963,Orchard Oasis,9,3,27,visa,4166208657699543
1002671,2000142,3000033,2024-05-08 06:30:09.304,Pearly Pies,5,3,15,amex,374615882200069
1002672,2000001,3000045,2024-05-07 13:36:02.839,Tokyo Tidbits,4,3,12,visa,4127761631733182
1002673,2000097,3000030,2024-05-07 06:40:02.896,Austin Almond Biscotti,1,3,3,visa,4360268873059397
1002674,2000277,3000011,2024-05-11 04:50:52.883,Austin Almond Biscotti,3,3,9,amex,377846359075661
1002675,2000177,3000023,2024-05-11 04:02:37.889,Austin Almond Biscotti,8,3,24,mastercard,2286887754874999
1002676,2000132,3000004,2024-05-06 16:12:40.44,Golden Gate Ginger,2,3,6,visa,4099958333969890
1002677,2000116,3000013,2024-05-12 00:18:45.628,Austin Almond Biscotti,5,3,15,visa,4456810701688668
1002678,2000038,3000008,2024-05-09 20:23:14.788,Pearly Pies,10,3,30,visa,4310024760224094
1002679,2000190,3000026,2024-05-10 22:55:05.899,Orchard Oasis,7,3,21,visa,4884221904778169
1002680,2000132,3000008,2024-05-13 10:13:19.702,Tokyo Tidbits,6,3,18,visa,4261825761021290
1002681,2000165,3000044,2024-05-13 18:15:25.677,Golden Gate Ginger,8,3,24,amex,348429491098614
1002682,2000205,3000033,2024-05-15 09:45:07.291,Orchard Oasis,8,3,24,mastercard,2708775490617774
1002683,2000175,3000019,2024-05-10 05:58:38.543,Pearly Pies,9,3,27,visa,4520582407791409
1002684,2000016,3000004,2024-05-01 15:35:58.87,Tokyo Tidbits,9,3,27,amex,346194392037788
1002685,2000230,3000042,2024-05-04 21:06:28.273,Pearly Pies,8,3,24,amex,348077961428371
1002686,2000163,3000009,2024-05-15 02:57:04.871,Pearly Pies,7,3,21,mastercard,2277614098295728
1002687,2000015,3000005,2024-05-08 18:05:37.305,Outback Oatmeal,8,3,24,visa,4536045980600761
1002689,2000250,3000030,2024-05-13 14:36:15.262,Golden Gate Ginger,9,3,27,visa,4582929703598878
1002690,2000241,3000024,2024-05-02 02:27:24.643,Golden Gate Ginger,8,3,24,mastercard,5118634693600482
1002691,2000039,3000010,2024-05-02 19:37:12.045,Tokyo Tidbits,5,3,15,amex,378043021971191
1002692,2000214,3000041,2024-05-08 15:35:40.03,Austin Almond Biscotti,8,3,24,amex,376217456302419
1002693,2000224,3000045,2024-05-08 10:29:41.32,Austin Almond Biscotti,2,3,6,visa,4208912926483304
1002694,2000197,3000019,2024-05-01 11:43:42.458,Golden Gate Ginger,2,3,6,amex,345258299701894
1002696,2000287,3000027,2024-05-03 06:33:35.506,Golden Gate Ginger,2,3,6,amex,341159460941398
1002697,2000258,3000034,2024-05-01 09:35:45.966,Tokyo Tidbits,6,3,18,visa,4918603064460086
1002698,2000062,3000016,2024-05-13 23:38:24.793,Tokyo Tidbits,5,3,15,mastercard,2263734058468267
1002699,2000106,3000041,2024-05-11 18:50:56.263,Outback Oatmeal,7,3,21,amex,343287489419241
1002700,2000180,3000036,2024-05-08 13:35:36.84,Austin Almond Biscotti,8,3,24,visa,4317406311297781
1002701,2000022,3000041,2024-05-04 05:00:26.707,Orchard Oasis,10,3,30,visa,4812643925394246
1002702,2000183,3000012,2024-05-11 12:25:23.576,Pearly Pies,10,3,30,amex,344055318519567
1002703,2000138,3000044,2024-05-11 06:02:37.068,Outback Oatmeal,3,3,9,visa,4895687486366309
1002704,2000184,3000040,2024-05-14 22:43:04.616,Orchard Oasis,10,3,30,mastercard,2720821932913605
1002705,2000213,3000033,2024-05-09 08:07:13.645,Outback Oatmeal,1,3,3,visa,4178864965773689
1002706,2000211,3000030,2024-05-14 23:32:06.504,Golden Gate Ginger,3,3,9,mastercard,2710934916235648
1002707,2000278,3000029,2024-05-14 03:32:06.887,Outback Oatmeal,5,3,15,visa,4168097134864988
1002708,2000161,3000041,2024-05-08 00:17:00.849,Outback Oatmeal,2,3,6,amex,375612848985759
1002710,2000049,3000043,2024-05-15 06:12:50.669,Tokyo Tidbits,4,3,12,amex,378729804572954
1002712,2000265,3000041,2024-05-13 13:53:02.726,Tokyo Tidbits,1,3,3,amex,376230348485151
1002713,2000189,3000042,2024-05-04 12:07:29.218,Austin Almond Biscotti,9,3,27,mastercard,5198548989117279
1002715,2000240,3000008,2024-05-07 01:16:00.312,Austin Almond Biscotti,10,3,30,visa,4909850578721294
1002717,2000128,3000016,2024-05-05 02:58:12.931,Pearly Pies,8,3,24,amex,341303375539877
1002718,2000005,3000022,2024-05-16 13:19:14.561,Austin Almond Biscotti,4,3,12,visa,4386179882002585
1002719,2000297,3000036,2024-05-08 16:26:38.947,Austin Almond Biscotti,10,3,30,amex,349496698780566
1002720,2000262,3000030,2024-05-11 20:23:25.926,Golden Gate Ginger,6,3,18,visa,4982816864338945
1002721,2000119,3000015,2024-05-09 00:53:08.686,Pearly Pies,9,3,27,mastercard,2283094089530288
1002723,2000061,3000019,2024-05-05 15:24:59.613,Outback Oatmeal,8,3,24,amex,376066038165400
1002724,2000070,3000019,2024-05-11 23:03:33.182,Pearly Pies,2,3,6,amex,342140289895600
1002725,2000066,3000019,2024-05-14 02:04:12.079,Pearly Pies,3,3,9,visa,4590724632016500
1002726,2000284,3000015,2024-05-17 06:57:16.844,Outback Oatmeal,8,3,24,mastercard,2424907314493081
1002727,2000277,3000030,2024-05-05 13:04:59.425,Pearly Pies,8,3,24,visa,4107109029869388
1002728,2000005,3000006,2024-05-05 19:05:07.23,Orchard Oasis,2,3,6,mastercard,2296777620323537
1002729,2000221,3000027,2024-05-10 16:56:59.522,Golden Gate Ginger,10,3,30,visa,4810316719853568
1002730,2000266,3000013,2024-05-13 03:14:59.33,Austin Almond Biscotti,6,3,18,mastercard,5545072282106020
1002731,2000210,3000018,2024-05-03 14:24:50.876,Pearly Pies,2,3,6,visa,4942962727802229
1002733,2000189,3000033,2024-05-06 01:38:04.857,Austin Almond Biscotti,4,3,12,visa,4608857253297239
1002735,2000045,3000010,2024-05-13 13:43:13.587,Tokyo Tidbits,7,3,21,mastercard,2250686884350082
1002736,2000071,3000001,2024-05-10 21:27:46.744,Orchard Oasis,4,3,12,mastercard,2720760676254489
1002738,2000259,3000008,2024-05-07 01:50:49.045,Outback Oatmeal,5,3,15,amex,342358019183515
1002739,2000161,3000007,2024-05-02 13:51:51.439,Outback Oatmeal,3,3,9,visa,4446822595398927
1002741,2000275,3000017,2024-05-12 09:27:22.322,Austin Almond Biscotti,10,3,30,visa,4483515099910064
1002742,2000173,3000009,2024-05-16 21:09:01.806,Outback Oatmeal,1,3,3,mastercard,2267540758636863
1002743,2000204,3000013,2024-05-12 13:42:52.087,Outback Oatmeal,5,3,15,amex,378277912216759
1002744,2000195,3000001,2024-05-09 07:56:03.783,Outback Oatmeal,9,3,27,amex,344537666608068
1002745,2000267,3000036,2024-05-16 02:57:47.955,Golden Gate Ginger,8,3,24,amex,348579530833361
1002746,2000261,3000018,2024-05-11 13:11:09.329,Tokyo Tidbits,5,3,15,mastercard,2441452406474151
1002747,2000022,3000025,2024-05-10 12:06:26.874,Austin Almond Biscotti,7,3,21,amex,373056198635006
1002748,2000234,3000006,2024-05-14 12:07:24.688,Golden Gate Ginger,6,3,18,visa,4799705247518427
1002749,2000062,3000011,2024-05-03 02:20:26.82,Orchard Oasis,1,3,3,mastercard,2704737849170123
1002750,2000199,3000022,2024-05-15 22:07:20.222,Golden Gate Ginger,2,3,6,amex,347688268141243
1002751,2000149,3000018,2024-05-15 11:02:22.238,Austin Almond Biscotti,7,3,21,mastercard,2531594451817833
1002752,2000053,3000007,2024-05-06 18:08:34.547,Tokyo Tidbits,9,3,27,amex,349511097182337
1002754,2000295,3000034,2024-05-08 20:38:56.088,Golden Gate Ginger,8,3,24,visa,4226258846443525
1002755,2000176,3000043,2024-05-01 04:04:04.187,Austin Almond Biscotti,8,3,24,mastercard,2428861445070282
1002756,2000224,3000045,2024-05-04 06:26:14.819,Outback Oatmeal,5,3,15,amex,379602019257472
1002757,2000101,3000045,2024-05-16 14:21:18.249,Orchard Oasis,1,3,3,mastercard,2670496160999400
1002758,2000186,3000008,2024-05-15 06:15:07.57,Outback Oatmeal,2,3,6,mastercard,2282535042905315
1002759,2000294,3000041,2024-05-08 14:32:44.482,Orchard Oasis,10,3,30,amex,376046461170747
1002762,2000266,3000043,2024-05-15 16:11:50.02,Tokyo Tidbits,6,3,18,mastercard,2341340344682749
1002763,2000164,3000008,2024-05-15 19:12:12.467,Golden Gate Ginger,2,3,6,mastercard,2490636759893377
1002764,2000144,3000017,2024-05-05 13:16:30.266,Austin Almond Biscotti,6,3,18,visa,4218929195885389
1002765,2000215,3000042,2024-05-14 19:31:53.291,Tokyo Tidbits,7,3,21,visa,4054155694718973
1002766,2000006,3000009,2024-05-12 07:07:37.07,Orchard Oasis,10,3,30,amex,374478108390150
1002768,2000233,3000042,2024-05-12 06:56:35.927,Austin Almond Biscotti,1,3,3,mastercard,5417353280033902
1002769,2000219,3000024,2024-05-14 05:32:54.305,Tokyo Tidbits,2,3,6,visa,4683283094529789
1002770,2000071,3000027,2024-05-08 17:28:54.43,Pearly Pies,9,3,27,amex,379723216016196
1002771,2000025,3000023,2024-05-08 12:49:23.92,Orchard Oasis,6,3,18,visa,4235109580038766
1002772,2000252,3000007,2024-05-13 10:11:11.109,Outback Oatmeal,2,3,6,visa,4645389257847285
1002773,2000029,3000010,2024-05-10 11:35:59.776,Pearly Pies,3,3,9,amex,378276250679388
1002774,2000187,3000026,2024-05-12 12:49:05.836,Outback Oatmeal,1,3,3,visa,4068108805307214
1002776,2000245,3000015,2024-05-03 22:32:54.192,Austin Almond Biscotti,7,3,21,visa,4979187131134219
1002778,2000276,3000025,2024-05-09 18:03:40.466,Pearly Pies,5,3,15,visa,4236893433643935
1002779,2000098,3000037,2024-05-16 03:47:06.494,Orchard Oasis,6,3,18,visa,4093402718311408
1002780,2000050,3000027,2024-05-02 18:30:54.7,Austin Almond Biscotti,4,3,12,mastercard,5457751831031880
1002782,2000246,3000038,2024-05-16 19:41:47.42,Orchard Oasis,7,3,21,amex,346448920324963
1002783,2000158,3000006,2024-05-11 01:45:40.647,Pearly Pies,8,3,24,amex,371722218457737
1002784,2000118,3000024,2024-05-11 11:11:30.292,Pearly Pies,6,3,18,visa,4374667455610986
1002785,2000008,3000035,2024-05-07 09:40:39.516,Pearly Pies,8,3,24,mastercard,2262515263008373
1002786,2000005,3000018,2024-05-10 04:17:17.723,Orchard Oasis,8,3,24,mastercard,2720298214567716
1002788,2000067,3000026,2024-05-01 02:32:33.722,Austin Almond Biscotti,9,3,27,amex,349227398092147
1002789,2000155,3000019,2024-05-12 12:22:40.367,Outback Oatmeal,7,3,21,mastercard,2248974051945438
1002790,2000277,3000035,2024-05-01 09:48:14.759,Golden Gate Ginger,2,3,6,mastercard,2224178725956841
1002791,2000033,3000027,2024-05-13 13:14:42.688,Outback Oatmeal,10,3,30,amex,374397403705831
1002794,2000008,3000003,2024-05-06 14:35:47.601,Pearly Pies,7,3,21,visa,4181704386282339
1002795,2000245,3000022,2024-05-01 14:42:36.37,Pearly Pies,5,3,15,amex,344667494622997
1002796,2000096,3000034,2024-05-01 20:04:21.287,Austin Almond Biscotti,9,3,27,visa,4248951741186223
1002797,2000028,3000037,2024-05-17 05:18:11.385,Orchard Oasis,4,3,12,mastercard,2284439891951199
1002798,2000070,3000009,2024-05-15 22:57:10.954,Golden Gate Ginger,6,3,18,mastercard,2398940784849591
1002799,2000242,3000026,2024-05-07 01:58:56.439,Austin Almond Biscotti,2,3,6,visa,4051525139273219
1002800,2000019,3000043,2024-05-06 06:20:04.406,Pearly Pies,8,3,24,mastercard,2716844750520647
1002801,2000216,3000001,2024-05-02 03:21:46.69,Golden Gate Ginger,7,3,21,mastercard,2246675759382459
1002802,2000143,3000012,2024-05-02 03:01:46.953,Outback Oatmeal,7,3,21,amex,376536451478712
1002803,2000174,3000037,2024-05-08 01:31:31.393,Outback Oatmeal,3,3,9,visa,4540543923147860
1002804,2000163,3000005,2024-05-09 22:34:26.183,Orchard Oasis,2,3,6,mastercard,2264388137863755
1002806,2000217,3000005,2024-05-13 06:37:05.694,Pearly Pies,3,3,9,mastercard,2299238724301900
1002807,2000035,3000005,2024-05-12 16:34:40.995,Austin Almond Biscotti,4,3,12,visa,4999894109760570
1002808,2000231,3000040,2024-05-02 00:19:55.377,Golden Gate Ginger,3,3,9,visa,4752562932792014
1002809,2000239,3000034,2024-05-16 16:48:17.124,Austin Almond Biscotti,4,3,12,visa,4369903930539244
1002810,2000265,3000044,2024-05-15 08:23:32.767,Golden Gate Ginger,4,3,12,mastercard,2705943680711780
1002811,2000021,3000044,2024-05-16 16:06:27.935,Orchard Oasis,10,3,30,amex,378342083039644
1002812,2000056,3000045,2024-05-04 09:13:44.264,Orchard Oasis,8,3,24,amex,349394602827492
1002813,2000005,3000008,2024-05-16 01:44:03.746,Austin Almond Biscotti,10,3,30,visa,4187471028584209
1002814,2000249,3000018,2024-05-06 00:18:58.988,Outback Oatmeal,10,3,30,amex,343396187591225
1002815,2000016,3000024,2024-05-12 21:19:35.544,Golden Gate Ginger,9,3,27,mastercard,2361642699273171
1002816,2000118,3000041,2024-05-05 22:36:28.235,Austin Almond Biscotti,3,3,9,amex,348120585622001
1002817,2000234,3000024,2024-05-14 07:30:50.219,Golden Gate Ginger,3,3,9,mastercard,5384787307114428
1002818,2000083,3000043,2024-05-13 09:27:16.129,Austin Almond Biscotti,9,3,27,mastercard,2254351684639160
1002819,2000057,3000043,2024-05-11 04:56:08.799,Outback Oatmeal,7,3,21,amex,346570424834567
